LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	Value
ITA	GFCF	TOT	AGRWTH	A	2011	-1.432738
ITA	GFCF	TOT	AGRWTH	A	2012	-9.739771
ITA	GFCF	TOT	AGRWTH	A	2013	-6.445611
ITA	GFCF	TOT	AGRWTH	A	2014	-2.219474
ITA	GFCF	TOT	AGRWTH	A	2015	1.759932
ITA	GFCF	TOT	AGRWTH	A	2016	3.996938
ITA	GFCF	TOT	AGRWTH	A	2017	3.321349
ITA	GFCF	TOT	AGRWTH	A	2018	3.204191
JPN	GFCF	TOT	AGRWTH	A	1990	6.279843
JPN	GFCF	TOT	AGRWTH	A	1991	2.908608
JPN	GFCF	TOT	AGRWTH	A	1992	-2.532837
JPN	GFCF	TOT	AGRWTH	A	1993	-4.893137
JPN	GFCF	TOT	AGRWTH	A	1994	-2.230514
JPN	GFCF	TOT	AGRWTH	A	1995	3.491875
JPN	GFCF	TOT	AGRWTH	A	1996	6.49464
JPN	GFCF	TOT	AGRWTH	A	1997	-1.995838
JPN	GFCF	TOT	AGRWTH	A	1998	-3.985991
JPN	GFCF	TOT	AGRWTH	A	1999	-0.968039
JPN	GFCF	TOT	AGRWTH	A	2000	0.508929
JPN	GFCF	TOT	AGRWTH	A	2001	-1.706615
JPN	GFCF	TOT	AGRWTH	A	2002	-5.110898
JPN	GFCF	TOT	AGRWTH	A	2003	-0.771977
JPN	GFCF	TOT	AGRWTH	A	2004	0.109898
JPN	GFCF	TOT	AGRWTH	A	2005	3.092622
JPN	GFCF	TOT	AGRWTH	A	2006	0.380405
JPN	GFCF	TOT	AGRWTH	A	2007	-1.910569
JPN	GFCF	TOT	AGRWTH	A	2008	-3.789435
JPN	GFCF	TOT	AGRWTH	A	2009	-9.740147
JPN	GFCF	TOT	AGRWTH	A	2010	-1.593052
JPN	GFCF	TOT	AGRWTH	A	2011	1.655674
JPN	GFCF	TOT	AGRWTH	A	2012	3.543746
JPN	GFCF	TOT	AGRWTH	A	2013	4.931365
JPN	GFCF	TOT	AGRWTH	A	2014	3.054434
JPN	GFCF	TOT	AGRWTH	A	2015	1.647526
JPN	GFCF	TOT	AGRWTH	A	2016	-0.31321
JPN	GFCF	TOT	AGRWTH	A	2017	2.952621
KOR	GFCF	TOT	AGRWTH	A	1990	24.651274
KOR	GFCF	TOT	AGRWTH	A	1991	14.30465
KOR	GFCF	TOT	AGRWTH	A	1992	2.391436
KOR	GFCF	TOT	AGRWTH	A	1993	8.040024
KOR	GFCF	TOT	AGRWTH	A	1994	14.033566
KOR	GFCF	TOT	AGRWTH	A	1995	13.013411
KOR	GFCF	TOT	AGRWTH	A	1996	8.231375
KOR	GFCF	TOT	AGRWTH	A	1997	-0.75991
KOR	GFCF	TOT	AGRWTH	A	1998	-20.951386
KOR	GFCF	TOT	AGRWTH	A	1999	8.790224
KOR	GFCF	TOT	AGRWTH	A	2000	12.884238
KOR	GFCF	TOT	AGRWTH	A	2001	1.530815
KOR	GFCF	TOT	AGRWTH	A	2002	6.931264
KOR	GFCF	TOT	AGRWTH	A	2003	4.799057
KOR	GFCF	TOT	AGRWTH	A	2004	2.854418
KOR	GFCF	TOT	AGRWTH	A	2005	1.995838
KOR	GFCF	TOT	AGRWTH	A	2006	3.552556
KOR	GFCF	TOT	AGRWTH	A	2007	4.987977
KOR	GFCF	TOT	AGRWTH	A	2008	-0.850942
KOR	GFCF	TOT	AGRWTH	A	2009	0.297179
KOR	GFCF	TOT	AGRWTH	A	2010	5.516776
KOR	GFCF	TOT	AGRWTH	A	2011	0.829387
KOR	GFCF	TOT	AGRWTH	A	2012	-0.484344
KOR	GFCF	TOT	AGRWTH	A	2013	3.301908
KOR	GFCF	TOT	AGRWTH	A	2014	3.365156
KOR	GFCF	TOT	AGRWTH	A	2015	5.052922
KOR	GFCF	TOT	AGRWTH	A	2016	5.628864
KOR	GFCF	TOT	AGRWTH	A	2017	8.64032
LUX	GFCF	TOT	AGRWTH	A	1990	3.374903
LUX	GFCF	TOT	AGRWTH	A	1991	15.757994
LUX	GFCF	TOT	AGRWTH	A	1992	-15.075223
LUX	GFCF	TOT	AGRWTH	A	1993	20.591881
LUX	GFCF	TOT	AGRWTH	A	1994	0.042828
LUX	GFCF	TOT	AGRWTH	A	1995	15.670294
LUX	GFCF	TOT	AGRWTH	A	1996	-4.204546
LUX	GFCF	TOT	AGRWTH	A	1997	6.344562
LUX	GFCF	TOT	AGRWTH	A	1998	10.980383
LUX	GFCF	TOT	AGRWTH	A	1999	17.921534
LUX	GFCF	TOT	AGRWTH	A	2000	-4.280755
LUX	GFCF	TOT	AGRWTH	A	2001	6.115308
LUX	GFCF	TOT	AGRWTH	A	2002	1.606738
LUX	GFCF	TOT	AGRWTH	A	2003	0.803384
LUX	GFCF	TOT	AGRWTH	A	2004	5.967145
LUX	GFCF	TOT	AGRWTH	A	2005	-1.015306
LUX	GFCF	TOT	AGRWTH	A	2006	3.2933
LUX	GFCF	TOT	AGRWTH	A	2007	12.530699
LUX	GFCF	TOT	AGRWTH	A	2008	11.944551
LUX	GFCF	TOT	AGRWTH	A	2009	-12.448995
LUX	GFCF	TOT	AGRWTH	A	2010	3.534445
LUX	GFCF	TOT	AGRWTH	A	2011	13.693679
LUX	GFCF	TOT	AGRWTH	A	2012	6.112529
LUX	GFCF	TOT	AGRWTH	A	2013	1.240808
LUX	GFCF	TOT	AGRWTH	A	2014	9.519248
LUX	GFCF	TOT	AGRWTH	A	2015	-7.66995
LUX	GFCF	TOT	AGRWTH	A	2016	4.589665
LUX	GFCF	TOT	AGRWTH	A	2017	5.640655
LUX	GFCF	TOT	AGRWTH	A	2018	-5.946697
MEX	GFCF	TOT	AGRWTH	A	1990	13.123954
MEX	GFCF	TOT	AGRWTH	A	1991	10.993358
MEX	GFCF	TOT	AGRWTH	A	1992	10.838914
MEX	GFCF	TOT	AGRWTH	A	1993	15.702586
MEX	GFCF	TOT	AGRWTH	A	1994	14.673888
MEX	GFCF	TOT	AGRWTH	A	1995	-35.846465
MEX	GFCF	TOT	AGRWTH	A	1996	19.402963
MEX	GFCF	TOT	AGRWTH	A	1997	15.172319
MEX	GFCF	TOT	AGRWTH	A	1998	10.468671
MEX	GFCF	TOT	AGRWTH	A	1999	5.560628
MEX	GFCF	TOT	AGRWTH	A	2000	5.23398
MEX	GFCF	TOT	AGRWTH	A	2001	-7.272587
MEX	GFCF	TOT	AGRWTH	A	2002	-2.274369
MEX	GFCF	TOT	AGRWTH	A	2003	1.05221
MEX	GFCF	TOT	AGRWTH	A	2004	7.093075
MEX	GFCF	TOT	AGRWTH	A	2005	6.208124
MEX	GFCF	TOT	AGRWTH	A	2006	9.313043
MEX	GFCF	TOT	AGRWTH	A	2007	5.815799
MEX	GFCF	TOT	AGRWTH	A	2008	6.555791
MEX	GFCF	TOT	AGRWTH	A	2009	-11.668731
MEX	GFCF	TOT	AGRWTH	A	2010	4.713232
MEX	GFCF	TOT	AGRWTH	A	2011	7.847715
MEX	GFCF	TOT	AGRWTH	A	2012	4.927421
MEX	GFCF	TOT	AGRWTH	A	2013	-3.35064
MEX	GFCF	TOT	AGRWTH	A	2014	3.066391
MEX	GFCF	TOT	AGRWTH	A	2015	5.008254
MEX	GFCF	TOT	AGRWTH	A	2016	1.024417
MEX	GFCF	TOT	AGRWTH	A	2017	-1.577607
NLD	GFCF	TOT	AGRWTH	A	1990	2.881606
NLD	GFCF	TOT	AGRWTH	A	1991	1.263236
NLD	GFCF	TOT	AGRWTH	A	1992	1.782111
NLD	GFCF	TOT	AGRWTH	A	1993	-1.636593
NLD	GFCF	TOT	AGRWTH	A	1994	2.037484
NLD	GFCF	TOT	AGRWTH	A	1995	5.889477
NLD	GFCF	TOT	AGRWTH	A	1996	6.740416
NLD	GFCF	TOT	AGRWTH	A	1997	6.374765
NLD	GFCF	TOT	AGRWTH	A	1998	6.764982
NLD	GFCF	TOT	AGRWTH	A	1999	9.986301
NLD	GFCF	TOT	AGRWTH	A	2000	2.33746
NLD	GFCF	TOT	AGRWTH	A	2001	1.289075
NLD	GFCF	TOT	AGRWTH	A	2002	-4.074747
NLD	GFCF	TOT	AGRWTH	A	2003	-1.72918
NLD	GFCF	TOT	AGRWTH	A	2004	0.203529
NLD	GFCF	TOT	AGRWTH	A	2005	3.260586
NLD	GFCF	TOT	AGRWTH	A	2006	6.969072
NLD	GFCF	TOT	AGRWTH	A	2007	14.784461
NLD	GFCF	TOT	AGRWTH	A	2008	-2.961325
NLD	GFCF	TOT	AGRWTH	A	2009	-8.568474
NLD	GFCF	TOT	AGRWTH	A	2010	-6.781443
NLD	GFCF	TOT	AGRWTH	A	2011	4.907147
NLD	GFCF	TOT	AGRWTH	A	2012	-6.305501
NLD	GFCF	TOT	AGRWTH	A	2013	-1.597486
NLD	GFCF	TOT	AGRWTH	A	2014	-2.406856
NLD	GFCF	TOT	AGRWTH	A	2015	28.989825
NLD	GFCF	TOT	AGRWTH	A	2016	-7.284325
NLD	GFCF	TOT	AGRWTH	A	2017	4.204694
NLD	GFCF	TOT	AGRWTH	A	2018	3.167418
NZL	GFCF	TOT	AGRWTH	A	1990	-3.167935
NZL	GFCF	TOT	AGRWTH	A	1991	-15.33711
NZL	GFCF	TOT	AGRWTH	A	1992	2.586207
NZL	GFCF	TOT	AGRWTH	A	1993	16.912499
NZL	GFCF	TOT	AGRWTH	A	1994	15.350591
NZL	GFCF	TOT	AGRWTH	A	1995	10.858861
NZL	GFCF	TOT	AGRWTH	A	1996	4.763964
NZL	GFCF	TOT	AGRWTH	A	1997	7.51135
NZL	GFCF	TOT	AGRWTH	A	1998	-8.459257
NZL	GFCF	TOT	AGRWTH	A	1999	16.804544
NZL	GFCF	TOT	AGRWTH	A	2000	-5.336336
NZL	GFCF	TOT	AGRWTH	A	2001	8.229899
NZL	GFCF	TOT	AGRWTH	A	2002	7.938581
NZL	GFCF	TOT	AGRWTH	A	2003	14.325768
NZL	GFCF	TOT	AGRWTH	A	2004	8.193717
NZL	GFCF	TOT	AGRWTH	A	2005	5.635752
NZL	GFCF	TOT	AGRWTH	A	2006	-1.646602
NZL	GFCF	TOT	AGRWTH	A	2007	7.785229
NZL	GFCF	TOT	AGRWTH	A	2008	-7.288959
NZL	GFCF	TOT	AGRWTH	A	2009	-10.286581
NZL	GFCF	TOT	AGRWTH	A	2010	3.696493
NZL	GFCF	TOT	AGRWTH	A	2011	5.980731
NZL	GFCF	TOT	AGRWTH	A	2012	5.06515
NZL	GFCF	TOT	AGRWTH	A	2013	9.743977
NZL	GFCF	TOT	AGRWTH	A	2014	7.932721
NZL	GFCF	TOT	AGRWTH	A	2015	3.910845
NZL	GFCF	TOT	AGRWTH	A	2016	3.558167
NZL	GFCF	TOT	AGRWTH	A	2017	4.664764
NOR	GFCF	TOT	AGRWTH	A	1990	-10.312176
NOR	GFCF	TOT	AGRWTH	A	1991	-0.397126
NOR	GFCF	TOT	AGRWTH	A	1992	-1.972227
NOR	GFCF	TOT	AGRWTH	A	1993	5.255815
NOR	GFCF	TOT	AGRWTH	A	1994	5.252857
NOR	GFCF	TOT	AGRWTH	A	1995	3.227381
NOR	GFCF	TOT	AGRWTH	A	1996	9.360141
NOR	GFCF	TOT	AGRWTH	A	1997	14.760248
NOR	GFCF	TOT	AGRWTH	A	1998	12.310623
NOR	GFCF	TOT	AGRWTH	A	1999	-4.928543
NOR	GFCF	TOT	AGRWTH	A	2000	-3.289903
NOR	GFCF	TOT	AGRWTH	A	2001	-0.612814
NOR	GFCF	TOT	AGRWTH	A	2002	-0.353544
NOR	GFCF	TOT	AGRWTH	A	2003	0.489012
NOR	GFCF	TOT	AGRWTH	A	2004	10.147022
NOR	GFCF	TOT	AGRWTH	A	2005	11.884489
NOR	GFCF	TOT	AGRWTH	A	2006	9.066371
NOR	GFCF	TOT	AGRWTH	A	2007	12.251992
NOR	GFCF	TOT	AGRWTH	A	2008	1.129841
NOR	GFCF	TOT	AGRWTH	A	2009	-7.015749
NOR	GFCF	TOT	AGRWTH	A	2010	-6.421236
NOR	GFCF	TOT	AGRWTH	A	2011	7.450995
NOR	GFCF	TOT	AGRWTH	A	2012	7.542561
NOR	GFCF	TOT	AGRWTH	A	2013	6.334283
NOR	GFCF	TOT	AGRWTH	A	2014	-0.251935
NOR	GFCF	TOT	AGRWTH	A	2015	-4.003858
NOR	GFCF	TOT	AGRWTH	A	2016	3.94308
NOR	GFCF	TOT	AGRWTH	A	2017	2.634782
NOR	GFCF	TOT	AGRWTH	A	2018	2.804921
POL	GFCF	TOT	AGRWTH	A	1991	-4.48152
POL	GFCF	TOT	AGRWTH	A	1992	2.412911
POL	GFCF	TOT	AGRWTH	A	1993	2.879579
POL	GFCF	TOT	AGRWTH	A	1994	9.160239
POL	GFCF	TOT	AGRWTH	A	1995	16.550227
POL	GFCF	TOT	AGRWTH	A	1996	19.736198
POL	GFCF	TOT	AGRWTH	A	1997	22.295067
POL	GFCF	TOT	AGRWTH	A	1998	14.245773
POL	GFCF	TOT	AGRWTH	A	1999	6.84812
POL	GFCF	TOT	AGRWTH	A	2000	2.184867
POL	GFCF	TOT	AGRWTH	A	2001	-10.564067
POL	GFCF	TOT	AGRWTH	A	2002	-6.102624
POL	GFCF	TOT	AGRWTH	A	2003	1.201093
POL	GFCF	TOT	AGRWTH	A	2004	6.703055
POL	GFCF	TOT	AGRWTH	A	2005	8.345871
POL	GFCF	TOT	AGRWTH	A	2006	15.375231
POL	GFCF	TOT	AGRWTH	A	2007	19.04375
POL	GFCF	TOT	AGRWTH	A	2008	8.806208
POL	GFCF	TOT	AGRWTH	A	2009	-2.666521
POL	GFCF	TOT	AGRWTH	A	2010	-0.04296
POL	GFCF	TOT	AGRWTH	A	2011	8.767669
POL	GFCF	TOT	AGRWTH	A	2012	-1.777829
POL	GFCF	TOT	AGRWTH	A	2013	-1.067997
POL	GFCF	TOT	AGRWTH	A	2014	10.034274
POL	GFCF	TOT	AGRWTH	A	2015	6.130811
POL	GFCF	TOT	AGRWTH	A	2016	-8.164641
POL	GFCF	TOT	AGRWTH	A	2017	3.966489
POL	GFCF	TOT	AGRWTH	A	2018	8.902139
PRT	GFCF	TOT	AGRWTH	A	1990	7.607176
PRT	GFCF	TOT	AGRWTH	A	1991	3.328316
PRT	GFCF	TOT	AGRWTH	A	1992	4.523848
PRT	GFCF	TOT	AGRWTH	A	1993	-5.543008
PRT	GFCF	TOT	AGRWTH	A	1994	2.722436
PRT	GFCF	TOT	AGRWTH	A	1995	6.550841
PRT	GFCF	TOT	AGRWTH	A	1996	5.187124
PRT	GFCF	TOT	AGRWTH	A	1997	14.162244
PRT	GFCF	TOT	AGRWTH	A	1998	11.73443
PRT	GFCF	TOT	AGRWTH	A	1999	6.069484
PRT	GFCF	TOT	AGRWTH	A	2000	4.057395
PRT	GFCF	TOT	AGRWTH	A	2001	0.972512
PRT	GFCF	TOT	AGRWTH	A	2002	-3.391897
PRT	GFCF	TOT	AGRWTH	A	2003	-7.313882
PRT	GFCF	TOT	AGRWTH	A	2004	0.188832
PRT	GFCF	TOT	AGRWTH	A	2005	0.110168
PRT	GFCF	TOT	AGRWTH	A	2006	-0.756776
PRT	GFCF	TOT	AGRWTH	A	2007	3.086211
PRT	GFCF	TOT	AGRWTH	A	2008	0.423491
PRT	GFCF	TOT	AGRWTH	A	2009	-7.538293
PRT	GFCF	TOT	AGRWTH	A	2010	-1.125518
PRT	GFCF	TOT	AGRWTH	A	2011	-12.592257
PRT	GFCF	TOT	AGRWTH	A	2012	-16.712508
PRT	GFCF	TOT	AGRWTH	A	2013	-4.805507
PRT	GFCF	TOT	AGRWTH	A	2014	2.288491
PRT	GFCF	TOT	AGRWTH	A	2015	5.91915
PRT	GFCF	TOT	AGRWTH	A	2016	2.547241
PRT	GFCF	TOT	AGRWTH	A	2017	11.488992
PRT	GFCF	TOT	AGRWTH	A	2018	5.821596
SVK	GFCF	TOT	AGRWTH	A	1993	-3.228036
SVK	GFCF	TOT	AGRWTH	A	1994	-2.509436
SVK	GFCF	TOT	AGRWTH	A	1995	0.622929
SVK	GFCF	TOT	AGRWTH	A	1996	28.747749
SVK	GFCF	TOT	AGRWTH	A	1997	13.539635
SVK	GFCF	TOT	AGRWTH	A	1998	8.401255
SVK	GFCF	TOT	AGRWTH	A	1999	-15.091011
SVK	GFCF	TOT	AGRWTH	A	2000	-12.230454
SVK	GFCF	TOT	AGRWTH	A	2001	12.989928
SVK	GFCF	TOT	AGRWTH	A	2002	-0.27306
SVK	GFCF	TOT	AGRWTH	A	2003	-4.443941
SVK	GFCF	TOT	AGRWTH	A	2004	5.905605
SVK	GFCF	TOT	AGRWTH	A	2005	16.941639
SVK	GFCF	TOT	AGRWTH	A	2006	6.835161
SVK	GFCF	TOT	AGRWTH	A	2007	10.11463
SVK	GFCF	TOT	AGRWTH	A	2008	3.690652
SVK	GFCF	TOT	AGRWTH	A	2009	-19.734924
SVK	GFCF	TOT	AGRWTH	A	2010	8.134384
SVK	GFCF	TOT	AGRWTH	A	2011	14.236454
SVK	GFCF	TOT	AGRWTH	A	2012	-10.0819
SVK	GFCF	TOT	AGRWTH	A	2013	1.328178
SVK	GFCF	TOT	AGRWTH	A	2014	2.839106
SVK	GFCF	TOT	AGRWTH	A	2015	21.56547
SVK	GFCF	TOT	AGRWTH	A	2016	-9.345015
SVK	GFCF	TOT	AGRWTH	A	2017	3.893783
SVK	GFCF	TOT	AGRWTH	A	2018	3.671911
ESP	GFCF	TOT	AGRWTH	A	1990	6.45203
ESP	GFCF	TOT	AGRWTH	A	1991	1.662011
ESP	GFCF	TOT	AGRWTH	A	1992	-4.134889
ESP	GFCF	TOT	AGRWTH	A	1993	-8.905852
ESP	GFCF	TOT	AGRWTH	A	1994	1.848136
ESP	GFCF	TOT	AGRWTH	A	1995	7.745352
ESP	GFCF	TOT	AGRWTH	A	1996	2.438283
ESP	GFCF	TOT	AGRWTH	A	1997	5.540109
ESP	GFCF	TOT	AGRWTH	A	1998	10.792101
ESP	GFCF	TOT	AGRWTH	A	1999	9.905477
ESP	GFCF	TOT	AGRWTH	A	2000	7.525098
ESP	GFCF	TOT	AGRWTH	A	2001	4.181
ESP	GFCF	TOT	AGRWTH	A	2002	4.058257
ESP	GFCF	TOT	AGRWTH	A	2003	6.532983
ESP	GFCF	TOT	AGRWTH	A	2004	4.572572
ESP	GFCF	TOT	AGRWTH	A	2005	6.967601
ESP	GFCF	TOT	AGRWTH	A	2006	7.218304
ESP	GFCF	TOT	AGRWTH	A	2007	3.933718
ESP	GFCF	TOT	AGRWTH	A	2008	-4.292923
ESP	GFCF	TOT	AGRWTH	A	2009	-17.285664
ESP	GFCF	TOT	AGRWTH	A	2010	-5.378172
ESP	GFCF	TOT	AGRWTH	A	2011	-7.561348
ESP	GFCF	TOT	AGRWTH	A	2012	-7.415514
ESP	GFCF	TOT	AGRWTH	A	2013	-3.782649
ESP	GFCF	TOT	AGRWTH	A	2014	4.080359
ESP	GFCF	TOT	AGRWTH	A	2015	4.869023
ESP	GFCF	TOT	AGRWTH	A	2016	2.355735
ESP	GFCF	TOT	AGRWTH	A	2017	5.907547
ESP	GFCF	TOT	AGRWTH	A	2018	5.289094
SWE	GFCF	TOT	AGRWTH	A	1990	0.198101
SWE	GFCF	TOT	AGRWTH	A	1991	-8.813527
SWE	GFCF	TOT	AGRWTH	A	1992	-10.562605
SWE	GFCF	TOT	AGRWTH	A	1993	-16.928471
SWE	GFCF	TOT	AGRWTH	A	1994	7.614672
SWE	GFCF	TOT	AGRWTH	A	1995	8.046053
SWE	GFCF	TOT	AGRWTH	A	1996	5.129617
SWE	GFCF	TOT	AGRWTH	A	1997	1.925565
SWE	GFCF	TOT	AGRWTH	A	1998	7.79019
SWE	GFCF	TOT	AGRWTH	A	1999	5.995024
SWE	GFCF	TOT	AGRWTH	A	2000	6.398334
SWE	GFCF	TOT	AGRWTH	A	2001	2.300426
SWE	GFCF	TOT	AGRWTH	A	2002	-1.578737
SWE	GFCF	TOT	AGRWTH	A	2003	2.584898
SWE	GFCF	TOT	AGRWTH	A	2004	5.360328
SWE	GFCF	TOT	AGRWTH	A	2005	4.94539
SWE	GFCF	TOT	AGRWTH	A	2006	8.991046
SWE	GFCF	TOT	AGRWTH	A	2007	8.3182
SWE	GFCF	TOT	AGRWTH	A	2008	0.533776
SWE	GFCF	TOT	AGRWTH	A	2009	-12.603334
SWE	GFCF	TOT	AGRWTH	A	2010	6.4561
SWE	GFCF	TOT	AGRWTH	A	2011	5.941955
SWE	GFCF	TOT	AGRWTH	A	2012	-1.319808
SWE	GFCF	TOT	AGRWTH	A	2013	0.45349
SWE	GFCF	TOT	AGRWTH	A	2014	6.074795
SWE	GFCF	TOT	AGRWTH	A	2015	5.823022
SWE	GFCF	TOT	AGRWTH	A	2016	4.14929
SWE	GFCF	TOT	AGRWTH	A	2017	5.584881
SWE	GFCF	TOT	AGRWTH	A	2018	4.598831
CHE	GFCF	TOT	AGRWTH	A	1990	4.624734
CHE	GFCF	TOT	AGRWTH	A	1991	-1.869427
CHE	GFCF	TOT	AGRWTH	A	1992	-8.001412
CHE	GFCF	TOT	AGRWTH	A	1993	-3.461031
CHE	GFCF	TOT	AGRWTH	A	1994	3.9709
CHE	GFCF	TOT	AGRWTH	A	1995	4.739454
CHE	GFCF	TOT	AGRWTH	A	1996	-1.057415
CHE	GFCF	TOT	AGRWTH	A	1997	3.233407
CHE	GFCF	TOT	AGRWTH	A	1998	6.937015
CHE	GFCF	TOT	AGRWTH	A	1999	2.193887
CHE	GFCF	TOT	AGRWTH	A	2000	4.800102
CHE	GFCF	TOT	AGRWTH	A	2001	-1.93375
CHE	GFCF	TOT	AGRWTH	A	2002	0.22686
CHE	GFCF	TOT	AGRWTH	A	2003	-1.05881
CHE	GFCF	TOT	AGRWTH	A	2004	5.051629
CHE	GFCF	TOT	AGRWTH	A	2005	3.209132
CHE	GFCF	TOT	AGRWTH	A	2006	4.647869
CHE	GFCF	TOT	AGRWTH	A	2007	4.972059
CHE	GFCF	TOT	AGRWTH	A	2008	0.721204
